id,order_id,item_id,item_name,qty
861,963,120,Salt & Vinegar Chips,1
862,863,123,Coke,2
863,1352,107,S'mores,2
864,984,106,Philly Cheesesteak,3
865,1620,118,Cherry Pie,2
866,1698,106,Philly Cheesesteak,2
867,1223,110,BBQ Pork,2
868,1119,111,BBQ Chicken,3
869,1152,110,BBQ Pork,2
870,1029,116,Vermonter,1
871,1543,124,Sprite,3
872,1622,121,BBQ Chips,1
873,1457,101,The GOAT,3
874,1451,101,The GOAT,1
875,1633,102,PB & J,2
876,1427,119,French Fries,1
877,813,119,French Fries,1
878,1069,112,BBQ Tofu,1
879,1460,125,Lemonade,3
880,1624,118,Cherry Pie,1
881,1551,125,Lemonade,3
882,1132,110,BBQ Pork,2
883,1396,116,Vermonter,1
884,948,120,Salt & Vinegar Chips,1
885,1366,125,Lemonade,1
886,822,106,Philly Cheesesteak,1
887,783,107,S'mores,1
888,1090,116,Vermonter,2
889,1142,117,Reese's,2
890,1154,111,BBQ Chicken,3
891,1342,125,Lemonade,1
892,1020,109,Octoberfest,2
893,1534,108,The Elvis,2
894,1282,122,Cole Slaw,1
895,782,104,Chicken Burrito,3
896,1639,116,Vermonter,1
897,1728,114,Morning Sausage,1
898,1678,117,Reese's,3
899,1120,118,Cherry Pie,3
900,1434,112,BBQ Tofu,1
901,1055,120,Salt & Vinegar Chips,3
902,967,121,BBQ Chips,2
903,1591,103,Beef Burrito,2
904,987,109,Octoberfest,1
905,1431,114,Morning Sausage,2
906,1400,109,Octoberfest,3
907,1167,116,Vermonter,1
908,1478,126,Iced Tea,3
909,800,106,Philly Cheesesteak,3
910,1242,113,Morning Bacon,1
911,1014,121,BBQ Chips,1
912,1580,122,Cole Slaw,2
913,1004,125,Lemonade,1
914,1553,126,Iced Tea,3
915,1473,126,Iced Tea,2
916,1323,118,Cherry Pie,3
917,814,126,Iced Tea,2
918,1138,111,BBQ Chicken,1
919,1353,122,Cole Slaw,2
920,868,122,Cole Slaw,1
921,1010,121,BBQ Chips,2
922,1647,109,Octoberfest,2
923,1620,123,Coke,2
924,1268,126,Iced Tea,2
925,1754,112,BBQ Tofu,3
926,1120,108,The Elvis,2
927,795,111,BBQ Chicken,3
928,1638,118,Cherry Pie,1
929,1657,125,Lemonade,3
930,1415,119,French Fries,1
931,1614,117,Reese's,1
932,1325,119,French Fries,3
933,1251,107,S'mores,2
934,1349,126,Iced Tea,3
935,809,126,Iced Tea,2
936,981,113,Morning Bacon,3
937,801,113,Morning Bacon,3
938,1491,115,Chicken Quesadilla,2
939,999,117,Reese's,1
940,1657,116,Vermonter,3
941,1658,116,Vermonter,3
942,906,110,BBQ Pork,3
943,1101,101,The GOAT,1
944,1317,105,Chicken Fajita,1
945,1585,124,Sprite,2
946,1316,103,Beef Burrito,3
947,1749,104,Chicken Burrito,1
948,1358,105,Chicken Fajita,3
949,1740,126,Iced Tea,1
950,1480,125,Lemonade,1
951,1587,112,BBQ Tofu,2
952,1062,116,Vermonter,2
953,1279,123,Coke,1
954,1745,122,Cole Slaw,1
955,1469,107,S'mores,1
956,1083,120,Salt & Vinegar Chips,1
957,1749,108,The Elvis,1
958,1056,117,Reese's,1
959,913,103,Beef Burrito,1
960,1351,113,Morning Bacon,3
961,1734,107,S'mores,2
962,911,115,Chicken Quesadilla,1
963,1348,115,Chicken Quesadilla,1
964,1029,107,S'mores,2
965,1420,102,PB & J,1
966,1038,103,Beef Burrito,1
967,996,107,S'mores,3
968,1389,121,BBQ Chips,3
969,1038,106,Philly Cheesesteak,1
970,770,108,The Elvis,1
971,1423,104,Chicken Burrito,3
972,1756,109,Octoberfest,1
973,1376,102,PB & J,3
974,1381,106,Philly Cheesesteak,1
975,1118,126,Iced Tea,3
976,883,112,BBQ Tofu,2
977,797,108,The Elvis,3
978,909,114,Morning Sausage,1
979,1617,118,Cherry Pie,2
980,1371,119,French Fries,1
981,1443,113,Morning Bacon,2
982,1173,105,Chicken Fajita,2
983,1042,111,BBQ Chicken,1
984,1075,124,Sprite,2
985,1599,117,Reese's,2
986,1048,103,Beef Burrito,2
987,1065,124,Sprite,1
988,1532,103,Beef Burrito,1
989,1372,101,The GOAT,3
990,1192,119,French Fries,2
991,1666,101,The GOAT,2
992,882,118,Cherry Pie,3
993,1140,107,S'mores,2
994,779,101,The GOAT,1
995,1220,125,Lemonade,3
996,833,119,French Fries,2
997,1477,118,Cherry Pie,2
998,949,101,The GOAT,1
999,1720,124,Sprite,2
1000,1615,126,Iced Tea,1
1001,1480,109,Octoberfest,3
1002,1020,118,Cherry Pie,3
1003,1256,110,BBQ Pork,2
1004,1007,123,Coke,1
1005,1679,111,BBQ Chicken,2
1006,1683,119,French Fries,3
1007,985,123,Coke,3
1008,822,111,BBQ Chicken,3
1009,1004,117,Reese's,1
1010,1700,113,Morning Bacon,1
1011,1243,121,BBQ Chips,2
1012,1502,101,The GOAT,2
1013,1460,120,Salt & Vinegar Chips,1
1014,856,112,BBQ Tofu,1
1015,1551,110,BBQ Pork,2
1016,1691,113,Morning Bacon,3
1017,1500,124,Sprite,1
1018,1160,118,Cherry Pie,1
1019,1614,105,Chicken Fajita,2
1020,888,120,Salt & Vinegar Chips,1
1021,1230,124,Sprite,1
1022,1582,121,BBQ Chips,2
1023,1624,122,Cole Slaw,1
1024,1599,107,S'mores,1
1025,935,115,Chicken Quesadilla,2
1026,776,110,BBQ Pork,2
1027,1420,103,Beef Burrito,1
1028,1607,113,Morning Bacon,2
1029,1597,103,Beef Burrito,2
1030,1578,110,BBQ Pork,3
1031,1349,111,BBQ Chicken,1
1032,1212,124,Sprite,2
1033,1354,103,Beef Burrito,2
1034,1306,104,Chicken Burrito,3
1035,860,110,BBQ Pork,2
1036,1599,121,BBQ Chips,2
1037,1065,110,BBQ Pork,1
1038,1040,116,Vermonter,2
1039,1176,124,Sprite,2
1040,1711,113,Morning Bacon,1
1041,1474,123,Coke,2
1042,1470,117,Reese's,2
1043,1601,109,Octoberfest,1
1044,1239,120,Salt & Vinegar Chips,2
1045,1613,109,Octoberfest,3
1046,1018,120,Salt & Vinegar Chips,3
1047,1266,119,French Fries,1
1048,1613,112,BBQ Tofu,1
1049,1415,118,Cherry Pie,2
1050,1235,114,Morning Sausage,3
1051,1397,108,The Elvis,1
1052,1148,119,French Fries,1
1053,1716,122,Cole Slaw,3
1054,765,106,Philly Cheesesteak,1
1055,1423,113,Morning Bacon,3
1056,1674,109,Octoberfest,2
1057,1100,121,BBQ Chips,2
1058,1331,101,The GOAT,2
1059,1468,105,Chicken Fajita,1
1060,1340,106,Philly Cheesesteak,3
1061,1253,107,S'mores,1
1062,1545,110,BBQ Pork,3
1063,1070,101,The GOAT,1
1064,1409,106,Philly Cheesesteak,2
1065,810,116,Vermonter,1
1066,1497,111,BBQ Chicken,1
1067,1179,101,The GOAT,3
1068,1225,105,Chicken Fajita,3
1069,833,120,Salt & Vinegar Chips,3
1070,1425,119,French Fries,1
1071,1750,122,Cole Slaw,3
1072,1696,119,French Fries,2
1073,1408,117,Reese's,2
1074,935,120,Salt & Vinegar Chips,3
1075,1507,107,S'mores,1
1076,946,108,The Elvis,2
1077,1032,108,The Elvis,2
1078,1532,112,BBQ Tofu,1
1079,1677,119,French Fries,2
1080,987,106,Philly Cheesesteak,1
1081,1718,112,BBQ Tofu,3
1082,1493,112,BBQ Tofu,3
1083,786,115,Chicken Quesadilla,1
1084,1575,124,Sprite,1
1085,1047,112,BBQ Tofu,3
1086,1287,106,Philly Cheesesteak,1
1087,804,113,Morning Bacon,3
1088,1603,125,Lemonade,3
1089,1560,124,Sprite,3
1090,1086,113,Morning Bacon,3
1091,1232,112,BBQ Tofu,1
1092,1659,120,Salt & Vinegar Chips,1
1093,1239,102,PB & J,1
1094,1110,117,Reese's,3
1095,936,106,Philly Cheesesteak,2
1096,1651,106,Philly Cheesesteak,1
1097,952,102,PB & J,3
1098,804,104,Chicken Burrito,1
1099,776,117,Reese's,1
1100,1601,112,BBQ Tofu,3
1101,1114,121,BBQ Chips,2
1102,1100,120,Salt & Vinegar Chips,3
1103,1386,126,Iced Tea,3
1104,1010,109,Octoberfest,3
1105,967,113,Morning Bacon,3
1106,1281,112,BBQ Tofu,3
1107,1646,122,Cole Slaw,1
1108,1399,116,Vermonter,1
1109,1187,108,The Elvis,1
1110,1186,107,S'mores,2
1111,1652,126,Iced Tea,2
1112,933,104,Chicken Burrito,1
1113,1753,113,Morning Bacon,1
1114,765,108,The Elvis,3
1115,1280,117,Reese's,2
1116,1228,124,Sprite,3
1117,1279,111,BBQ Chicken,2
1118,1247,121,BBQ Chips,3
1119,1633,101,The GOAT,3
1120,1742,123,Coke,3
1121,1223,111,BBQ Chicken,1
1122,1409,125,Lemonade,2
1123,972,119,French Fries,3
1124,1372,122,Cole Slaw,3
1125,1710,124,Sprite,1
1126,1712,123,Coke,1
1127,886,118,Cherry Pie,1
1128,1124,114,Morning Sausage,2
1129,874,103,Beef Burrito,3
1130,1302,116,Vermonter,2
1131,849,124,Sprite,1
1132,1007,104,Chicken Burrito,3
1133,908,114,Morning Sausage,2
1134,1130,123,Coke,3
1135,1406,116,Vermonter,3
1136,1512,120,Salt & Vinegar Chips,2
1137,1303,108,The Elvis,2
1138,1702,101,The GOAT,3
1139,1606,125,Lemonade,1
1140,1319,124,Sprite,1
1141,923,106,Philly Cheesesteak,1
1142,1205,123,Coke,2
1143,1464,114,Morning Sausage,3
1144,1085,111,BBQ Chicken,1
1145,869,104,Chicken Burrito,2
1146,1009,110,BBQ Pork,1
1147,1542,126,Iced Tea,3
1148,1484,124,Sprite,2
1149,1357,121,BBQ Chips,1
1150,817,109,Octoberfest,2
1151,953,115,Chicken Quesadilla,1
1152,841,109,Octoberfest,2
1153,999,121,BBQ Chips,3
1154,946,108,The Elvis,1
1155,1360,114,Morning Sausage,1
1156,993,125,Lemonade,2
1157,1209,121,BBQ Chips,2
1158,1504,117,Reese's,3
1159,784,124,Sprite,2
1160,1287,101,The GOAT,1
1161,1680,104,Chicken Burrito,3
1162,1472,118,Cherry Pie,3
1163,1278,112,BBQ Tofu,3
1164,809,117,Reese's,3
1165,1108,122,Cole Slaw,1
1166,927,116,Vermonter,3
1167,816,107,S'mores,3
1168,1224,106,Philly Cheesesteak,1
1169,1599,112,BBQ Tofu,1
1170,924,106,Philly Cheesesteak,3
1171,909,110,BBQ Pork,1
1172,897,115,Chicken Quesadilla,1
1173,1485,103,Beef Burrito,2
1174,796,119,French Fries,2
1175,823,107,S'mores,3
1176,1115,117,Reese's,1
1177,1439,103,Beef Burrito,2
1178,857,113,Morning Bacon,3
1179,1425,123,Coke,1
1180,1584,107,S'mores,2
1181,1135,108,The Elvis,2
1182,779,112,BBQ Tofu,2
1183,989,120,Salt & Vinegar Chips,3
1184,1566,121,BBQ Chips,1
1185,844,117,Reese's,1
1186,1134,115,Chicken Quesadilla,1
1187,1521,112,BBQ Tofu,1
1188,1272,125,Lemonade,1
1189,1694,119,French Fries,3
1190,876,107,S'mores,2
1191,1441,107,S'mores,2
1192,1407,113,Morning Bacon,3
1193,1531,113,Morning Bacon,2
1194,1726,113,Morning Bacon,1
1195,1647,125,Lemonade,1
1196,995,104,Chicken Burrito,3
1197,1535,126,Iced Tea,2
1198,775,117,Reese's,2
1199,1326,124,Sprite,1
1200,849,118,Cherry Pie,1
1201,1092,102,PB & J,1
1202,1733,101,The GOAT,2
1203,1035,101,The GOAT,3
1204,1329,122,Cole Slaw,1
1205,1559,118,Cherry Pie,2
1206,1666,122,Cole Slaw,1
1207,905,103,Beef Burrito,1
1208,1263,101,The GOAT,3
1209,911,119,French Fries,1
1210,1133,116,Vermonter,2
1211,1004,125,Lemonade,3
1212,1151,114,Morning Sausage,2
1213,1408,113,Morning Bacon,1
1214,1050,121,BBQ Chips,2
1215,1197,101,The GOAT,3
1216,1047,121,BBQ Chips,3
1217,782,101,The GOAT,2
1218,1747,103,Beef Burrito,2
1219,1061,109,Octoberfest,2
1220,1734,103,Beef Burrito,1
1221,1581,125,Lemonade,1
1222,989,113,Morning Bacon,2
1223,1661,108,The Elvis,1
1224,1085,113,Morning Bacon,2
1225,1662,121,BBQ Chips,2
1226,939,106,Philly Cheesesteak,1
1227,1281,112,BBQ Tofu,2
1228,1708,105,Chicken Fajita,3
1229,972,121,BBQ Chips,1
1230,1360,115,Chicken Quesadilla,2
1231,1395,112,BBQ Tofu,1
1232,1312,111,BBQ Chicken,1
1233,1103,112,BBQ Tofu,2
1234,1519,112,BBQ Tofu,1
1235,1467,108,The Elvis,3
1236,1348,113,Morning Bacon,2
1237,1294,112,BBQ Tofu,2
1238,1567,119,French Fries,1
1239,1387,110,BBQ Pork,3
1240,876,118,Cherry Pie,3
1241,820,106,Philly Cheesesteak,2
1242,1395,114,Morning Sausage,3
1243,1604,108,The Elvis,1
1244,1725,101,The GOAT,2
1245,948,107,S'mores,3
1246,1223,124,Sprite,2
1247,1293,119,French Fries,1
1248,1388,118,Cherry Pie,2
1249,944,119,French Fries,2
1250,1419,102,PB & J,3
1251,1093,118,Cherry Pie,1
1252,1205,116,Vermonter,1
1253,1762,104,Chicken Burrito,3
1254,1310,109,Octoberfest,1
1255,1256,104,Chicken Burrito,2
1256,790,101,The GOAT,3
1257,1420,105,Chicken Fajita,1
1258,979,125,Lemonade,1
1259,1269,119,French Fries,1
1260,777,114,Morning Sausage,3
1261,1184,123,Coke,2
1262,1311,119,French Fries,3
1263,1252,119,French Fries,3
1264,1289,101,The GOAT,2
1265,1075,105,Chicken Fajita,1
1266,796,107,S'mores,3
1267,1713,109,Octoberfest,2
1268,1752,124,Sprite,2
1269,1337,106,Philly Cheesesteak,1
1270,815,124,Sprite,1
1271,1479,126,Iced Tea,3
1272,929,119,French Fries,3
1273,830,101,The GOAT,1
1274,1459,126,Iced Tea,1
1275,842,122,Cole Slaw,1
1276,1304,120,Salt & Vinegar Chips,2
1277,1529,121,BBQ Chips,2
1278,1091,121,BBQ Chips,3
1279,1278,108,The Elvis,3
1280,1218,111,BBQ Chicken,3
1281,1591,114,Morning Sausage,3
1282,1176,108,The Elvis,2
1283,1273,122,Cole Slaw,1
1284,1338,114,Morning Sausage,2
1285,1646,123,Coke,2
1286,1141,123,Coke,2
1287,1086,117,Reese's,3
1288,1389,112,BBQ Tofu,1
1289,1294,119,French Fries,2
1290,1241,109,Octoberfest,2
1291,1503,109,Octoberfest,2
1292,1239,103,Beef Burrito,1
1293,964,125,Lemonade,1
1294,1717,122,Cole Slaw,3
1295,930,125,Lemonade,3
1296,1738,102,PB & J,2
1297,1599,117,Reese's,2
1298,1731,121,BBQ Chips,3
1299,1340,106,Philly Cheesesteak,1
1300,941,117,Reese's,3
1301,863,103,Beef Burrito,2
1302,826,122,Cole Slaw,1
1303,952,123,Coke,2
1304,1564,126,Iced Tea,3
1305,765,101,The GOAT,3
1306,933,103,Beef Burrito,1
1307,1643,114,Morning Sausage,2
1308,858,102,PB & J,3
1309,968,104,Chicken Burrito,2
1310,1177,123,Coke,1
1311,1473,122,Cole Slaw,1
1312,1207,109,Octoberfest,1
1313,1156,115,Chicken Quesadilla,1
1314,970,102,PB & J,1
1315,837,107,S'mores,2
1316,1157,116,Vermonter,2
1317,1185,120,Salt & Vinegar Chips,3
1318,1147,125,Lemonade,1
1319,1089,120,Salt & Vinegar Chips,2
1320,1684,107,S'mores,3
1321,948,113,Morning Bacon,2
1322,1179,112,BBQ Tofu,1
1323,1706,107,S'mores,3
1324,887,112,BBQ Tofu,3
1325,1154,105,Chicken Fajita,1
1326,1672,125,Lemonade,3
1327,1295,102,PB & J,1
1328,1431,122,Cole Slaw,3
1329,1452,125,Lemonade,3
1330,1692,122,Cole Slaw,3
1331,1002,112,BBQ Tofu,3
1332,1438,104,Chicken Burrito,2
1333,1605,126,Iced Tea,1
1334,1646,119,French Fries,1
1335,1168,102,PB & J,2
1336,1622,119,French Fries,1
1337,1633,124,Sprite,3
1338,1743,109,Octoberfest,1
1339,1287,120,Salt & Vinegar Chips,3
1340,872,115,Chicken Quesadilla,1
1341,1141,111,BBQ Chicken,1
1342,1272,121,BBQ Chips,2
1343,1553,104,Chicken Burrito,2
1344,1606,124,Sprite,1
1345,1262,112,BBQ Tofu,1
1346,1205,101,The GOAT,3
1347,1616,124,Sprite,3
1348,1575,122,Cole Slaw,2
1349,905,120,Salt & Vinegar Chips,3
1350,893,126,Iced Tea,2
1351,1311,121,BBQ Chips,3
1352,936,119,French Fries,1
1353,1247,126,Iced Tea,3
1354,835,116,Vermonter,2
1355,1467,123,Coke,3
1356,784,123,Coke,3
1357,1680,111,BBQ Chicken,1
1358,797,104,Chicken Burrito,1
1359,1087,121,BBQ Chips,2
1360,1481,107,S'mores,2
1361,1618,116,Vermonter,1
1362,1760,105,Chicken Fajita,1
1363,1471,125,Lemonade,1
1364,1432,120,Salt & Vinegar Chips,2
1365,897,120,Salt & Vinegar Chips,3
1366,1492,106,Philly Cheesesteak,1
1367,1117,105,Chicken Fajita,2
1368,1167,111,BBQ Chicken,3
1369,1669,109,Octoberfest,2
1370,1680,107,S'mores,1
1371,1425,113,Morning Bacon,2
1372,877,122,Cole Slaw,1
1373,1031,125,Lemonade,2
1374,961,126,Iced Tea,2
1375,1573,101,The GOAT,1
1376,781,118,Cherry Pie,1
1377,765,120,Salt & Vinegar Chips,3
1378,1276,118,Cherry Pie,2
1379,1087,111,BBQ Chicken,1
1380,936,113,Morning Bacon,3
1381,940,113,Morning Bacon,1
1382,1368,123,Coke,3
1383,943,118,Cherry Pie,3
1384,1393,119,French Fries,3
1385,1297,112,BBQ Tofu,1
1386,1367,102,PB & J,2
1387,1265,110,BBQ Pork,3
1388,806,125,Lemonade,2
1389,1585,110,BBQ Pork,3
1390,770,108,The Elvis,2
1391,937,105,Chicken Fajita,3
1392,880,113,Morning Bacon,2
1393,1328,114,Morning Sausage,2
1394,1274,116,Vermonter,1
1395,1679,118,Cherry Pie,3
1396,1304,109,Octoberfest,2
1397,1682,116,Vermonter,3
1398,1266,108,The Elvis,3
1399,1441,113,Morning Bacon,3
1400,1022,117,Reese's,1
1401,1356,108,The Elvis,3
1402,911,107,S'mores,3
1403,1123,120,Salt & Vinegar Chips,1
1404,977,104,Chicken Burrito,1
1405,1747,121,BBQ Chips,2
1406,1153,119,French Fries,1
1407,1003,118,Cherry Pie,2
1408,1727,119,French Fries,2
1409,775,104,Chicken Burrito,3
1410,1096,114,Morning Sausage,1
1411,1388,112,BBQ Tofu,3
1412,1538,120,Salt & Vinegar Chips,2
1413,1065,113,Morning Bacon,1
1414,1525,115,Chicken Quesadilla,3
1415,1340,104,Chicken Burrito,3
1416,837,119,French Fries,2
1417,1467,125,Lemonade,2
1418,1589,120,Salt & Vinegar Chips,3
1419,1504,126,Iced Tea,2
1420,1168,110,BBQ Pork,3
1421,1057,104,Chicken Burrito,2
1422,867,123,Coke,2
1423,1406,118,Cherry Pie,1
1424,1022,124,Sprite,2
1425,1085,110,BBQ Pork,2
1426,1351,117,Reese's,3
1427,1736,114,Morning Sausage,3
1428,1155,104,Chicken Burrito,1
1429,1568,105,Chicken Fajita,2
1430,1098,124,Sprite,1
1431,1473,111,BBQ Chicken,1
1432,1299,121,BBQ Chips,2
1433,1458,112,BBQ Tofu,1
1434,1521,110,BBQ Pork,3
1435,886,116,Vermonter,3
1436,1382,111,BBQ Chicken,2
1437,1563,122,Cole Slaw,2
1438,1620,118,Cherry Pie,1
1439,1753,126,Iced Tea,1
1440,1625,122,Cole Slaw,3
1441,1697,117,Reese's,1
1442,1624,113,Morning Bacon,2
1443,1360,124,Sprite,3
1444,1171,116,Vermonter,3
1445,1720,112,BBQ Tofu,2
1446,809,101,The GOAT,2
1447,1066,108,The Elvis,1
1448,1097,106,Philly Cheesesteak,1
1449,1427,125,Lemonade,3
1450,1494,109,Octoberfest,1
1451,1549,109,Octoberfest,2
1452,960,123,Coke,2
1453,1457,106,Philly Cheesesteak,1
1454,1485,122,Cole Slaw,1
1455,1022,113,Morning Bacon,3
1456,1245,121,BBQ Chips,1
1457,1698,126,Iced Tea,2
1458,1427,106,Philly Cheesesteak,2
1459,969,101,The GOAT,3
1460,1341,111,BBQ Chicken,2
1461,844,103,Beef Burrito,3
1462,876,124,Sprite,3
1463,1262,117,Reese's,2
1464,935,122,Cole Slaw,1
1465,1056,106,Philly Cheesesteak,3
1466,1047,104,Chicken Burrito,1
1467,1689,118,Cherry Pie,2
1468,941,119,French Fries,2
1469,943,102,PB & J,3
1470,1521,123,Coke,2
1471,1219,116,Vermonter,3
1472,1351,125,Lemonade,3
1473,1259,102,PB & J,3
1474,1403,125,Lemonade,2
1475,1570,108,The Elvis,1
1476,1641,110,BBQ Pork,2
1477,1053,117,Reese's,3
1478,1678,122,Cole Slaw,1
1479,915,116,Vermonter,3
1480,1591,121,BBQ Chips,3
1481,1175,108,The Elvis,2
1482,792,116,Vermonter,2
1483,1749,116,Vermonter,1
1484,1669,120,Salt & Vinegar Chips,3
1485,1362,101,The GOAT,3
1486,1679,105,Chicken Fajita,1
1487,1295,125,Lemonade,3
1488,1353,101,The GOAT,2
1489,1321,112,BBQ Tofu,1
1490,785,115,Chicken Quesadilla,3
1491,944,105,Chicken Fajita,1
1492,1008,112,BBQ Tofu,2
1493,1512,103,Beef Burrito,3
1494,774,118,Cherry Pie,3
1495,1607,114,Morning Sausage,2
1496,1214,102,PB & J,1
1497,1574,108,The Elvis,2
1498,1000,105,Chicken Fajita,1
1499,1019,112,BBQ Tofu,2
1500,1666,112,BBQ Tofu,3
1501,1574,126,Iced Tea,1
1502,936,109,Octoberfest,2
1503,1295,112,BBQ Tofu,3
1504,1019,104,Chicken Burrito,2
1505,1538,104,Chicken Burrito,2
1506,1088,112,BBQ Tofu,1
1507,1350,126,Iced Tea,1
1508,1312,123,Coke,3
1509,935,102,PB & J,3
1510,1155,106,Philly Cheesesteak,2
1511,947,107,S'mores,1
1512,861,120,Salt & Vinegar Chips,1
1513,1070,118,Cherry Pie,3
1514,1430,114,Morning Sausage,1
1515,1474,101,The GOAT,3
1516,1723,125,Lemonade,1
1517,1582,125,Lemonade,1
1518,1686,123,Coke,1
1519,768,115,Chicken Quesadilla,3
1520,1151,126,Iced Tea,2
1521,1466,113,Morning Bacon,3
1522,1079,124,Sprite,2
1523,1511,106,Philly Cheesesteak,2
1524,1611,106,Philly Cheesesteak,2
1525,1328,105,Chicken Fajita,3
1526,784,102,PB & J,1
1527,1089,107,S'mores,1
1528,1305,102,PB & J,1
1529,816,119,French Fries,2
1530,1404,106,Philly Cheesesteak,2
1531,886,108,The Elvis,1
1532,1277,118,Cherry Pie,2
1533,1404,121,BBQ Chips,3
1534,1392,125,Lemonade,3
1535,1418,122,Cole Slaw,2
1536,1507,108,The Elvis,1
1537,998,125,Lemonade,2
1538,972,111,BBQ Chicken,3
1539,824,109,Octoberfest,2
1540,1622,124,Sprite,1
1541,1004,118,Cherry Pie,2
1542,1339,115,Chicken Quesadilla,2
1543,1520,114,Morning Sausage,3
1544,1086,101,The GOAT,3
1545,865,125,Lemonade,2
1546,1140,125,Lemonade,1
1547,1144,123,Coke,2
1548,1011,116,Vermonter,2
1549,1204,122,Cole Slaw,1
1550,1464,117,Reese's,1
1551,1028,116,Vermonter,3
1552,977,110,BBQ Pork,3
1553,1053,120,Salt & Vinegar Chips,2
1554,882,110,BBQ Pork,3
1555,829,111,BBQ Chicken,3
1556,1462,101,The GOAT,1
1557,823,105,Chicken Fajita,2
1558,1249,101,The GOAT,2
1559,1097,107,S'mores,1
1560,796,106,Philly Cheesesteak,3
1561,987,109,Octoberfest,2
1562,1326,118,Cherry Pie,2
1563,873,101,The GOAT,3
1564,1718,107,S'mores,2
1565,1663,120,Salt & Vinegar Chips,1
1566,1407,106,Philly Cheesesteak,1
1567,1595,125,Lemonade,3
1568,996,101,The GOAT,2
1569,1516,126,Iced Tea,1
1570,1528,101,The GOAT,1
1571,935,107,S'mores,1
1572,1631,103,Beef Burrito,1
1573,1693,124,Sprite,1
1574,949,110,BBQ Pork,2
1575,1320,102,PB & J,1
1576,1634,120,Salt & Vinegar Chips,2
1577,1731,106,Philly Cheesesteak,1
1578,956,110,BBQ Pork,3
1579,1259,126,Iced Tea,1
1580,1416,122,Cole Slaw,1
1581,1611,102,PB & J,1
1582,1216,120,Salt & Vinegar Chips,1
1583,1755,103,Beef Burrito,2
1584,1228,121,BBQ Chips,3
1585,1428,126,Iced Tea,1
1586,1197,118,Cherry Pie,3
1587,1388,119,French Fries,2
1588,1248,115,Chicken Quesadilla,1
1589,1336,123,Coke,3
1590,1397,115,Chicken Quesadilla,3
1591,870,109,Octoberfest,3
1592,1211,118,Cherry Pie,2
1593,1738,124,Sprite,3
1594,1401,116,Vermonter,2
1595,1159,103,Beef Burrito,3
1596,1699,112,BBQ Tofu,1
1597,901,110,BBQ Pork,2
1598,1009,101,The GOAT,3
1599,1432,122,Cole Slaw,3
1600,1486,107,S'mores,3
1601,1420,118,Cherry Pie,3
1602,934,125,Lemonade,2
1603,1487,108,The Elvis,3
1604,1538,122,Cole Slaw,1
1605,1265,119,French Fries,3
1606,849,125,Lemonade,3
1607,1388,125,Lemonade,1
1608,1583,109,Octoberfest,1
1609,1303,108,The Elvis,2
1610,1749,120,Salt & Vinegar Chips,3
1611,1434,124,Sprite,1
1612,1356,120,Salt & Vinegar Chips,1
1613,1527,103,Beef Burrito,1
1614,926,118,Cherry Pie,3
1615,1745,108,The Elvis,2
1616,902,120,Salt & Vinegar Chips,3
1617,1404,115,Chicken Quesadilla,3
1618,1006,122,Cole Slaw,3
1619,1058,124,Sprite,1
1620,1565,113,Morning Bacon,3
1621,1054,107,S'mores,2
1622,864,108,The Elvis,3
1623,1514,103,Beef Burrito,3
1624,1561,105,Chicken Fajita,2
1625,1190,116,Vermonter,1
1626,1374,108,The Elvis,3
1627,1551,120,Salt & Vinegar Chips,2
1628,1224,120,Salt & Vinegar Chips,2
1629,1015,118,Cherry Pie,2
1630,1269,112,BBQ Tofu,3
1631,1170,126,Iced Tea,1
1632,1348,105,Chicken Fajita,3
1633,1511,114,Morning Sausage,2
1634,1600,104,Chicken Burrito,2
1635,1169,125,Lemonade,1
1636,1221,121,BBQ Chips,2
1637,832,124,Sprite,2
1638,1580,109,Octoberfest,3
1639,1161,109,Octoberfest,2
1640,1253,124,Sprite,3
1641,1693,123,Coke,2
1642,769,107,S'mores,1
1643,1427,107,S'mores,1
1644,1304,126,Iced Tea,3
1645,1034,114,Morning Sausage,3
1646,891,101,The GOAT,3
1647,941,124,Sprite,1
1648,1116,108,The Elvis,2
1649,1283,111,BBQ Chicken,1
1650,789,105,Chicken Fajita,3
1651,1106,120,Salt & Vinegar Chips,2
1652,1455,108,The Elvis,3
1653,1031,122,Cole Slaw,1
1654,1230,112,BBQ Tofu,3
1655,1049,104,Chicken Burrito,2
1656,862,117,Reese's,1
1657,960,101,The GOAT,3
1658,1620,105,Chicken Fajita,3
1659,1518,114,Morning Sausage,3
1660,1119,118,Cherry Pie,2
1661,1283,118,Cherry Pie,2
1662,840,115,Chicken Quesadilla,2
1663,1710,110,BBQ Pork,2
1664,836,125,Lemonade,1
1665,1105,110,BBQ Pork,2
1666,1712,116,Vermonter,2
1667,1585,126,Iced Tea,3
1668,767,125,Lemonade,1
1669,1396,116,Vermonter,2
1670,900,122,Cole Slaw,2
1671,1491,110,BBQ Pork,2
1672,1735,111,BBQ Chicken,1
1673,1536,123,Coke,2
1674,1153,101,The GOAT,1
1675,1173,126,Iced Tea,1
1676,1323,114,Morning Sausage,3
1677,1612,111,BBQ Chicken,1
1678,1247,106,Philly Cheesesteak,3
1679,1461,110,BBQ Pork,2
1680,1647,122,Cole Slaw,1
1681,898,118,Cherry Pie,3
1682,1060,122,Cole Slaw,3
